技能Id,中文名,法术释放方式,法系,技能等级,法阵ID,直接效果,主buff,攻击类型,法术范围,法术CD,持续时间,对空地,升级材料ID,进阶材料ID,法术使用积分,法术使用,图标使用,附加资源ID,冷却时间,进阶冷却时间
210944,冰尖柱,1,9,44,210801,dmg:92725-94725,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:642-682",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:50,1,210901,210901,,3600,0
210945,冰尖柱,1,9,45,210801,dmg:94805-96805,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:656-696",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:50,1,210901,210901,,3600,0
210946,冰尖柱,1,9,46,210801,dmg:96885-98885,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:670-710",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:50,1,210901,210901,,3600,0
210947,冰尖柱,1,9,47,210801,dmg:98965-100965,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:684-724",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:50,1,210901,210901,,3600,0
210948,冰尖柱,1,9,48,210801,dmg:101040-103040,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:698-738",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:50,1,210901,210901,,3600,0
210949,冰尖柱,1,9,49,210801,dmg:103120-105120,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:712-752",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:50,1,210901,210901,,3600,0
210950,冰尖柱,1,9,50,210801,dmg:105200-107200,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:726-766",,80,50000,4000,2,133141:65;133144:50;133147:30,133032:50,1,210901,210901,,3600,0
210951,冰尖柱,1,9,51,210801,dmg:107280-109280,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:740-780",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:50,1,210901,210901,,7200,0
210952,冰尖柱,1,9,52,210801,dmg:109360-111360,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:754-794",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:50,1,210901,210901,,7200,0
210953,冰尖柱,1,9,53,210801,dmg:111435-113435,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:768-808",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:50,1,210901,210901,,7200,0
210954,冰尖柱,1,9,54,210801,dmg:113515-115515,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:782-822",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:50,1,210901,210901,,7200,0
210955,冰尖柱,1,9,55,210801,dmg:115595-117595,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:796-836",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:50,1,210901,210901,,7200,0
210956,冰尖柱,1,9,56,210801,dmg:117675-119675,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:810-850",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:50,1,210901,210901,,7200,0
210957,冰尖柱,1,9,57,210801,dmg:119755-121755,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:824-864",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:50,1,210901,210901,,7200,0
210958,冰尖柱,1,9,58,210801,dmg:121830-123830,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:838-878",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:50,1,210901,210901,,7200,0
210959,冰尖柱,1,9,59,210801,dmg:123910-125910,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:852-892",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:50,1,210901,210901,,7200,0
210960,冰尖柱,1,9,60,210801,dmg:125990-127990,"buff:221012,duration:4000,moveSpeedPct:-30|buff:220067,duration:4000,dmg:866-906",,80,50000,4000,2,133142:70;133145:55;133148:35,133032:50,1,210901,210901,,7200,0
211901,粗制地精地雷,2,15,1,1,,,,40,1,700,1,,,1,211901,211901,Special_26031,0,0
211902,普通地精地雷,2,15,2,1,,,,40,1,700,1,,,1,211902,211901,Special_26028,0,0
211903,精制地精地雷,2,15,3,1,,,,40,1,700,1,,,1,211903,211901,Special_26032,0,0
211904,特制地精地雷,2,15,4,1,,,,40,1,700,1,,,1,211904,211901,Special_26033,0,0
211001,魔力漩涡,0,10,1,,,,,0,0,0,1,,,1,211001,211001,,0,0
211101,铁质土拨鼠的哨子,1,11,1,2,,"buff:221040,duration:5000,moveSpeedPct:-60,atkSpeedPct:-60",,70,0,5000,1,,,1,211101,211101,,0,0
211102,青铜土拨鼠的哨子,1,11,2,2,,"buff:221040,duration:5000,moveSpeedPct:-45,atkSpeedPct:-45",,70,0,5000,1,,,1,211102,211101,,0,0
211103,亮银土拨鼠的哨子,1,11,3,2,,"buff:221040,duration:6000,moveSpeedPct:-60,atkSpeedPct:-60",,70,0,6000,1,,,1,211103,211101,,0,0
211104,白金土拨鼠的哨子,1,11,4,2,,"buff:221040,duration:10000,moveSpeedPct:-90,atkSpeedPct:-90",,70,0,10000,1,,,1,211103,211101,,0,0
211201,简陋的地精避雷针,3,12,1,1,,,,0,0,0,3,,,1,211201,211201,,0,0
211202,粗造的地精避雷针,3,12,2,1,,,,0,0,0,3,,,1,211201,211201,,0,0
211203,特制的地精避雷针,3,12,3,1,,,,0,0,0,3,,,1,211201,211201,,0,0
211204,精研的地精避雷针,3,12,4,1,,,,0,0,0,3,,,1,211201,211201,,0,0
211301,青藤编制的绳索,1,13,1,2,,"buff:221041,duration:2500,stun:1",,80,0,0,1,,,1,211301,211301,,0,0
211302,粗麻编制的绳索,1,13,2,2,,"buff:221041,duration:3000,stun:1",,80,0,0,1,,,1,211301,211301,,0,0
211303,尼龙编制的绳索,1,13,3,2,,"buff:221041,duration:3500,stun:1",,80,0,0,1,,,1,211301,211301,,0,0
211304,蚕丝编制的绳索,1,13,4,2,,"buff:221041,duration:4000,stun:1",,80,0,0,1,,,1,211301,211301,,0,0
211401,青涩的大苹果,1,14,1,2,,,,80,0,3000,3,,,1,211401,211401,,0,0
211402,微红的大苹果,1,14,2,2,,,,80,0,4000,3,,,1,211402,211401,,0,0
211403,成熟的大苹果,1,14,3,2,,,,80,0,5000,3,,,1,211403,211401,,0,0
211404,熟透的大苹果,1,14,4,2,,,,80,0,6000,3,,,1,211404,211401,,0,0
211501,寒冰魔杖,0,15,1,0,groundEffect:12-13," buff:220066,duration:10000,stun:1 ",,,,,3,,,,211501,,"GroundEffect_12,GroundEffect_13",,0
211601,核武器,0,16,1,0,"bossHurt:20-30,special:26007",,,,,,3,,,,211601,,Special_26007,,0
