object_list,小波次表,,,,,,,,,
怪物组Id,跑道类型,出场次数,间隔时间,开始时间,出口跑道编号,怪物Id,怪物数量,关卡ID,,
2330602,1,2,4000,10000,1,141027,2,12,,
2330603,0,2,4000,18000,1,141027,2,12,,
2330701,0,1,2000,2000,1,141024,1,12,,
2330702,0,3,3000,2000,1,141022,3,12,,
2330703,0,2,3000,11000,1,141023,2,12,,
2330704,0,2,3000,20000,1,141022,2,12,,
2330705,0,2,3000,25000,1,141023,2,12,,
2330706,1,2,3000,34000,1,141022,2,12,,
2330707,1,2,3000,40000,1,141023,2,12,,
2330801,0,1,2000,2000,1,141024,1,12,,
2330802,0,5,2000,2000,1,141020,5,12,,
2330803,0,2,4000,13000,1,141021,2,12,,
2330804,0,5,2000,14000,1,141020,5,12,,
2330805,0,2,4000,24000,1,141021,2,12,,
2330806,0,5,2000,25000,1,141020,5,12,,
2330807,0,2,4000,35000,1,141021,2,12,,
2330808,0,5,2000,36000,1,141020,5,12,,
2330901,0,1,2000,2000,0,141024,1,12,,
2330902,1,1,4000,12000,0,141024,1,12,,
2330903,0,1,2000,22000,0,141024,1,12,,
2330904,0,1,4000,32000,0,141024,1,12,,
2331001,1,1,1000,2000,0,141026,1,12,,
2331002,0,1,2000,16000,0,141026,1,12,,
2331003,0,1,2000,30000,0,141026,1,12,,
2331101,0,2,3000,2000,0,141027,2,12,,
2331102,0,2,3000,8000,0,141027,2,12,,
2331103,0,2,3000,14000,0,141027,2,12,,
2331104,0,2,3000,20000,0,141027,2,12,,
2331105,0,2,3000,26000,0,141027,2,12,,
2331106,0,2,3000,32000,0,141027,2,12,,
2331107,1,2,3000,38000,0,141027,2,12,,
2331201,0,1,2000,2000,0,141024,1,12,,
2331202,0,1,2000,12000,1,141024,1,12,,
2331203,0,1,3000,22000,0,141024,1,12,,
2331204,0,1,3000,32000,1,141056,1,12,,
2331205,0,1,3500,45000,0,141056,1,12,,
2331206,0,1,2000,55000,1,141026,1,12,,
2331207,0,1,2000,70000,0,141026,1,12,,
2331208,0,1,1000,85000,1,141026,1,12,,
2430101,0,3,4000,2000,0,141021,3,12,,
2430102,0,10,2000,2000,1,141020,12,12,,
2430201,0,10,2000,2000,1,141020,15,12,,
2430202,0,3,4000,2500,1,141021,3,12,,
2430203,0,2,4000,10000,1,141055,2,12,,
2430204,0,2,1000,9000,0,141021,2,12,,
2430205,0,2,1500,11000,0,141021,2,12,,
2430301,0,5,1500,2000,0,141020,10,12,,
2430302,0,2,3000,8000,1,141027,2,12,,
2430303,0,1,2000,15000,0,141026,1,12,,
2430304,0,5,1000,25000,0,141020,5,12,,
2430305,1,5,1000,30000,1,141020,5,12,,
2430306,1,3,2500,35000,0,141023,3,12,,
2430401,0,5,1500,2000,1,141020,10,12,,
2430402,0,2,3000,8000,1,141027,2,12,,
2430403,0,1,2000,15000,0,141026,1,12,,
2430404,0,5,1000,25000,0,141020,5,12,,
2430405,1,5,1000,30000,1,141020,5,12,,
2430406,1,3,2500,35000,0,141023,3,12,,
2430501,0,5,1500,2000,1,141020,10,12,,
2430502,0,2,3000,8000,1,141027,2,12,,
2430503,0,1,2000,15000,0,141026,1,12,,
2430504,0,5,1000,25000,0,141020,5,12,,
2430505,1,5,1000,30000,1,141020,5,12,,
2430506,1,3,2500,35000,0,141023,3,12,,
2430601,0,5,2000,2000,1,141054,6,12,,
2430602,1,3,4000,3000,1,141055,3,12,,
2430603,0,6,2000,13000,1,141054,6,12,,
2430701,0,1,2000,2000,0,141056,1,12,,
2430702,0,1,1000,4000,1,141026,1,12,,
2430703,0,4,3000,3000,0,141022,4,12,,
2430704,0,3,3000,9000,0,141022,3,12,,
2430705,0,2,6000,17000,0,141025,2,12,,
2430706,0,2,6000,20000,1,141025,2,12,,
2430707,1,10,1000,28000,1,141020,10,12,,
2430801,0,1,2000,2000,0,141024,1,12,,
2430802,0,10,2000,4000,1,141021,10,12,,
2430803,0,3,3000,6000,0,141027,3,12,,
2430804,0,5,3000,10000,1,141055,5,12,,
2430805,0,5,3500,24000,0,141055,5,12,,
2430806,0,1,2000,24000,1,141024,1,12,,
2430807,0,1,2000,24000,1,141056,1,12,,
2430808,0,10,1000,30000,0,141020,10,12,,
2430901,0,5,2000,2000,1,141054,6,12,,
2430902,1,3,4000,3000,1,141055,3,12,,
2430903,0,6,2000,13000,1,141054,6,12,,
2430904,0,3,4000,15000,0,141055,3,12,,
2431001,1,1,1000,2000,0,141024,1,12,,
2431002,0,1,2000,4000,0,141056,1,12,,
2431003,0,10,2000,6000,0,141054,10,12,,
2431101,0,1,2000,2000,1,141056,1,12,,
2431102,0,1,1000,4000,1,141026,1,12,,
2431103,0,4,3000,3000,1,141022,4,12,,
2431104,0,3,3000,9000,1,141022,3,12,,
2431105,0,2,6000,17000,0,141025,2,12,,
2431106,0,2,6000,20000,1,141025,2,12,,
2431107,1,10,1000,28000,0,141020,10,12,,
2431201,0,1,3000,2000,1,141028,1,12,,
2431202,1,10,1000,6000,0,141054,10,12,,
2431203,0,10,2000,9000,1,141055,10,12,,
2431204,0,5,3000,20000,0,141025,5,12,,
2431205,0,3,3500,24000,0,141056,3,12,,
2431206,0,1,2000,34000,1,141027,2,12,,
2431207,0,10,2000,40000,1,141055,10,12,,
2431208,0,10,3000,42000,0,141055,10,12,,
2530101,0,11,2500,2000,0,141029,14,13,,
2530201,0,6,1500,2000,1,141029,7,13,,
2530202,0,10,4000,5500,2,141034,10,13,,
2530301,0,6,1500,2000,3,141029,12,13,,
2530302,0,3,1500,5500,0,141030,3,13,,
2530401,0,5,1000,2000,1,141030,5,13,,
2530402,0,5,1000,12000,0,141030,5,13,,
2530501,0,6,1500,2000,2,141029,14,13,,
2530502,0,5,2500,4500,1,141030,5,13,,
2530503,0,5,2500,7000,0,141030,5,13,,
2530601,0,1,3000,2000,3,141033,2,13,,
2530602,0,5,2000,5500,1,141030,5,13,,
2530603,0,1,1500,20000,0,141033,2,13,,
2530701,0,10,3000,2000,3,141030,10,13,,
2530702,0,3,3000,4000,0,141031,3,13,,
2530703,0,1,3000,6000,2,141033,2,13,,
2530801,0,10,2000,2000,1,141029,15,13,,
2530802,0,3,1000,5000,3,141030,5,13,,
2530901,0,8,2000,2000,0,141034,9,13,,
2530902,0,3,1000,4000,2,141030,5,13,,
2530903,0,8,1500,7000,3,141029,12,13,,
2531001,0,5,2000,2000,1,141030,9,13,,
2531002,0,13,1500,5000,0,141029,14,13,,
2531003,0,1,1000,8000,1,141031,3,13,,
2531004,0,1,1000,12000,0,141057,3,13,,
2531101,0,5,3000,2000,0,141033,5,13,,
2531102,0,8,4000,2500,1,141035,9,13,,
2531103,0,5,2500,7000,3,141030,9,13,,
2531201,1,6,2000,2000,2,142032,7,13,,
2531202,0,6,2000,5000,1,142032,7,13,,
2531203,0,5,1500,18000,0,141033,5,13,,
2630101,0,11,2500,2000,0,141029,14,13,,
2630201,0,1,3000,2000,0,141031,2,13,,
2630202,0,1,4000,5500,0,141058,2,13,,
2630301,0,6,3000,2000,0,142032,7,13,,
2630302,0,6,3000,10000,0,142032,7,13,,
2630401,0,5,1000,2000,2,141030,5,13,,
2630402,0,5,1000,12000,2,141030,5,13,,
2630501,0,6,1500,2000,2,141029,14,13,,
2630502,0,5,2500,4500,2,141030,5,13,,
2630503,0,5,2500,7000,2,141030,5,13,,
2630601,0,10,3000,2000,0,141030,10,13,,
2630602,0,3,3000,4000,0,141031,3,13,,
2630603,0,1,3000,6000,0,141033,2,13,,
2630701,0,10,3000,2000,0,141030,10,13,,
2630702,0,3,3000,4000,0,141031,3,13,,
2630703,0,1,3000,6000,0,141033,2,13,,
2630801,0,8,2000,2000,2,141034,9,13,,
2630802,0,3,1000,5000,2,141035,3,13,,
2630901,0,10,2000,2000,1,141029,15,13,,
2630902,0,3,2000,14000,1,141030,5,13,,
2630903,0,3,3000,24000,1,141031,3,13,,
2631001,0,5,5000,2000,0,141033,5,13,,
2631002,0,3,2000,5000,0,142032,3,13,,
2631003,0,3,2000,9000,0,142032,3,13,,
2631004,0,3,2000,15000,0,142032,3,13,,
2631101,0,5,3000,2000,0,141033,5,13,,
2631102,0,5,4000,2500,0,141035,5,13,,
2631103,0,5,2500,7000,0,141030,9,13,,
2631201,1,13,2000,2000,0,142032,14,13,,
2631202,0,3,2000,5000,2,141035,3,13,,
2631203,0,5,3000,18000,1,141058,5,13,,
2730101,0,3,2500,2000,0,141029,7,14,,
2730102,0,3,2000,2500,0,141029,7,14,,
2730201,0,3,1000,2000,1,141030,5,14,,
2730202,0,6,2000,4500,1,141029,12,14,,
2730301,0,10,1000,2000,0,141029,10,14,,
2730302,0,3,1000,2500,1,141031,3,14,,
2730303,0,8,1000,12000,1,141029,15,14,,
2730304,0,3,4500,12000,0,141033,3,14,,
2730401,0,6,1000,2000,0,141029,14,14,,
2730402,1,3,1500,3500,0,142032,3,14,,
2730501,0,3,1000,2000,0,141031,3,14,,
2730502,0,10,1000,3500,0,141030,10,14,,
2730503,0,6,2000,7000,1,142032,7,14,,
2730601,0,5,800,2000,0,141030,5,14,,
2730602,0,5,1000,3000,0,141033,5,14,,
2730603,0,5,800,13000,1,141030,5,14,,
2730604,0,3,3000,15000,1,141031,3,14,,
2730701,0,3,1500,2000,0,141029,7,14,,
2730702,0,6,1000,6000,1,142032,7,14,,
2730703,0,3,1000,8000,0,141030,5,14,,
2730704,0,3,1000,10000,0,141031,3,14,,
2730705,0,3,5000,16000,1,141030,5,14,,
2730706,0,3,1000,18000,1,141031,3,14,,
2730801,0,6,1000,2000,0,142032,7,14,,
2730802,1,10,1500,3500,0,141063,10,14,,
2730901,0,3,5500,2000,1,141035,3,14,,
2730902,0,3,1000,3000,1,141031,3,14,,
2730903,0,3,1000,5000,1,141031,3,14,,
2731001,0,11,1000,2000,0,142032,12,14,,
2731002,0,6,1000,3500,1,141029,14,14,,
2731003,0,10,2000,6500,0,141063,10,14,,
2731004,0,5,6000,13000,1,141033,5,14,,
2731101,0,5,800,2000,0,141031,5,14,,
2731102,0,5,1000,3000,1,141029,10,14,,
2731103,1,5,1500,8000,0,142032,5,14,,
2731104,1,5,1500,10000,1,142032,5,14,,
2731201,0,3,7000,2000,0,141035,3,14,,
2731202,1,5,1000,6000,1,141063,10,14,,
2731203,0,6,1000,12000,0,141031,7,14,,
2731204,0,8,1000,16000,0,141034,9,14,,
2731205,0,5,5000,24000,1,141033,5,14,,
2731206,0,5,6000,32000,1,141035,5,14,,
2731207,1,5,1500,36000,0,141063,10,14,,
2830101,0,3,2500,2000,0,141029,7,14,,
2830102,0,3,2000,2500,0,141029,7,14,,
2830201,0,3,1000,2000,1,141030,5,14,,
2830202,0,6,2000,4500,1,141029,12,14,,
2830301,0,10,1000,2000,0,141029,10,14,,
2830302,0,3,1000,2500,1,141031,3,14,,
2830303,0,8,1000,12000,1,141029,15,14,,
2830304,0,3,4500,12000,0,141033,3,14,,
2830401,0,6,1000,2000,0,141029,14,14,,
2830402,1,3,1500,3500,0,142032,3,14,,
2830501,0,3,1000,2000,0,141031,3,14,,
2830502,0,10,1000,3500,0,141030,10,14,,
2830503,0,6,2000,7000,1,142032,7,14,,
2830601,0,5,800,2000,0,141030,5,14,,
2830602,0,5,1000,3000,0,141033,5,14,,
2830603,0,5,800,13000,1,141030,5,14,,
2830604,0,3,3000,15000,1,141031,3,14,,
2830701,0,3,1500,2000,0,141029,7,14,,
2830702,0,6,1000,6000,1,142032,7,14,,
2830703,0,3,1000,8000,0,141030,5,14,,
2830704,0,3,1000,10000,0,141031,3,14,,
2830705,0,3,5000,16000,1,141030,5,14,,
2830706,0,3,1000,18000,1,141031,3,14,,
2830801,0,6,1000,2000,0,142032,7,14,,
2830802,1,10,1500,3500,0,141063,10,14,,
2830901,0,3,5500,2000,1,141035,3,14,,
2830902,0,3,1000,3000,1,141031,3,14,,
2830903,0,3,1000,5000,1,141031,3,14,,
2831001,0,11,1000,2000,0,141030,12,14,,
2831002,0,6,1000,3500,1,141029,14,14,,
2831003,0,10,2000,6500,0,141063,10,14,,
2831004,0,5,6000,13000,1,141033,5,14,,
2831101,0,5,800,2000,0,141031,5,14,,
2831102,0,5,1000,3000,1,141029,10,14,,
2831103,1,5,1500,8000,0,142032,5,14,,
2831104,1,5,1500,10000,1,142032,5,14,,
2831201,0,3,7000,2000,0,141035,3,14,,
2831202,1,5,1000,6000,1,141063,10,14,,
2831203,0,6,1000,12000,0,141031,7,14,,
2831204,0,8,1000,16000,0,141034,9,14,,
2831205,0,5,5000,24000,1,141033,5,14,,
2831206,0,5,6000,32000,1,141035,5,14,,
2831207,1,5,1500,36000,0,141063,10,14,,
2930101,0,5,1000,2000,0,141029,10,15,,
2930201,0,3,3000,2000,0,141030,3,15,,
2930202,0,6,1000,6000,0,142032,7,15,,
2930301,0,1,1000,2000,0,141035,2,15,,
2930302,1,6,1000,5000,0,141063,7,15,,
2930401,0,3,1000,2000,0,141033,3,15,,
2930402,0,5,6000,3500,0,141063,5,15,,
2930403,0,3,1000,7000,0,142032,3,15,,
2930501,0,3,2000,2000,0,141031,3,15,,
2930502,0,3,2500,6000,0,141034,7,15,,
2930503,0,3,1500,7000,0,141035,3,15,,
2930601,0,8,1500,2000,0,141030,9,15,,
2930602,0,6,1500,3000,0,142032,7,15,,
2930701,0,3,2500,2000,0,141033,3,15,,
2930702,0,3,15000,5000,0,141034,3,15,,
2930703,0,3,1000,12000,0,141034,3,15,,
2930801,0,5,2000,2000,0,141031,5,15,,
2930802,0,8,2000,8000,0,141035,9,15,,
2930803,0,3,1000,9000,0,141030,7,15,,
2930804,0,5,3000,13000,0,142032,5,15,,
2930805,0,5,3000,18000,0,142032,5,15,,
2930806,0,3,8000,20000,0,141033,3,15,,
2930901,0,6,3000,2000,0,141034,7,15,,
2930902,0,6,3000,3000,0,141031,7,15,,
2931001,1,6,1500,2000,0,142032,7,15,,
2931002,1,3,1000,4500,0,141063,7,15,,
2931003,1,3,1000,8000,0,142032,7,15,,
2931101,0,6,5500,2000,0,141033,7,15,,
2931102,0,6,2000,5000,0,142032,7,15,,
2931103,0,10,1000,10000,0,141063,10,15,,
2931201,0,17,3000,2000,0,141035,17,15,,
2931202,0,6,900,8000,0,141031,7,15,,
2931203,0,8,1000,12000,0,141030,17,15,,
2931204,0,10,1500,15000,0,141033,10,15,,
2931205,0,10,1500,19000,0,142032,10,15,,
2931206,0,10,1500,21000,0,142032,10,15,,
2931301,1,1,1000,2000,0,141028,2,15,,
2931302,0,6,2500,2500,0,141030,12,15,,
2931303,0,10,2500,6000,0,142032,10,15,,
2931304,0,10,2500,8000,0,142032,10,15,,
2931305,0,10,2000,13000,0,141031,10,15,,
2931306,0,10,2000,18000,0,141063,10,15,,
2931307,0,17,4000,27000,0,141033,17,15,,
3030101,0,5,1000,2000,0,141029,10,15,,
3030201,0,3,3000,2000,0,141030,3,15,,
3030202,0,6,1000,6000,0,142032,7,15,,
3030301,0,1,1000,2000,0,141035,2,15,,
3030302,1,6,1000,5000,0,141063,7,15,,
3030401,0,3,1000,2000,0,141033,3,15,,
3030402,0,5,6000,3500,0,141063,5,15,,
3030403,0,3,1000,7000,0,142032,3,15,,
3030501,0,3,2000,2000,0,141031,3,15,,
3030502,0,3,2500,6000,0,141034,7,15,,
3030503,0,3,1500,7000,0,141035,3,15,,
3030601,0,8,1500,2000,0,141030,9,15,,
3030602,0,6,1500,3000,0,142032,7,15,,
3030701,0,3,2500,2000,0,141033,3,15,,
3030702,0,3,15000,5000,0,141034,3,15,,
3030703,0,3,1000,12000,0,141034,3,15,,
3030801,0,5,2000,2000,0,141031,5,15,,
3030802,0,8,2000,8000,0,141035,9,15,,
3030803,0,3,1000,9000,0,141030,7,15,,
3030804,0,5,3000,13000,0,142032,5,15,,
3030805,0,5,3000,18000,0,142032,5,15,,
3030806,0,3,8000,20000,0,141033,3,15,,
3030901,0,6,3000,2000,0,141034,7,15,,
3030902,0,6,3000,3000,0,141031,7,15,,
3031001,1,6,1500,2000,0,142032,7,15,,
3031002,1,3,1000,4500,0,141063,7,15,,
3031003,1,3,1000,8000,0,142032,7,15,,
3031101,0,6,5500,2000,0,141033,7,15,,
3031102,0,6,2000,5000,0,142032,7,15,,
3031103,0,10,1000,10000,0,141063,10,15,,
3031201,0,17,3000,2000,0,141035,17,15,,
3031202,0,6,900,8000,0,141031,7,15,,
3031203,0,8,1000,12000,0,141030,17,15,,
3031204,0,10,1500,15000,0,141033,10,15,,
3031205,0,10,1500,19000,0,142032,10,15,,
3031206,0,10,1500,21000,0,142032,10,15,,
3031301,1,1,1000,2000,0,141028,2,15,,
3031302,0,6,2500,2500,0,141030,12,15,,
3031303,0,10,2500,6000,0,142032,10,15,,
3031304,0,10,2500,8000,0,142032,10,15,,
3031305,0,10,2000,13000,0,141031,10,15,,
3031306,0,10,2000,18000,0,141063,10,15,,
3031307,0,17,4000,27000,0,141033,17,15,,
3130101,0,3,2500,2000,0,141029,3,16,,
3130102,0,5,1500,2000,1,141031,5,16,,
3130201,0,1,1000,2000,0,141030,3,16,,
3130202,0,3,4500,4500,0,141033,3,16,,
3130203,0,1,1000,10000,1,141035,2,16,,
3130301,0,3,1500,2000,1,141033,3,16,,
3130302,0,5,1500,4000,0,142032,5,16,,
3130303,0,5,1500,6000,1,142032,5,16,,
3130401,0,1,2000,2000,0,141035,2,16,,
3130402,0,10,1000,3000,0,141029,10,16,,
3130403,0,6,3500,6000,1,141034,7,16,,
3130404,1,10,2000,9000,0,142032,10,16,,
3130405,0,6,1500,15000,1,141031,7,16,,
3130406,0,3,1000,17000,1,141030,7,16,,
3130501,0,6,1000,2000,0,141029,7,16,,
3130502,0,5,1500,5000,0,141030,10,16,,
3130503,0,6,1000,6000,1,141030,10,16,,
3130504,0,6,1000,9000,1,141035,7,16,,
3130505,0,3,2500,11000,0,141034,7,16,,
3130601,0,6,1500,2000,1,141031,7,16,,
3130602,0,6,1500,4000,0,142032,7,16,,
3130603,0,5,1500,6000,0,141063,10,16,,
3130701,0,6,1000,2000,1,141030,7,16,,
3130702,0,1,1000,3500,1,141010,2,16,,
3130703,0,5,3500,6000,1,141033,5,16,,
3130704,1,17,1000,10000,0,141063,17,16,,
3130705,0,8,2500,12000,1,141034,9,16,,
3130706,0,5,1000,13000,0,142032,10,16,,
3130801,0,1,1000,2000,0,141059,1,16,,
3130802,1,1,2000,5000,0,141028,2,16,,
3130803,0,5,7000,9000,1,141035,5,16,,
3130804,0,17,1000,11000,1,141030,17,16,,
3130805,1,8,3000,14000,0,142032,9,16,,
3130806,1,8,1000,16000,1,142032,9,16,,
3130901,0,5,1000,2000,0,141034,5,16,,
3130902,0,5,1000,3000,0,141034,5,16,,
3130903,0,3,7000,5000,1,141035,3,16,,
3130904,0,3,1000,6000,1,141063,7,16,,
3130905,0,5,1000,9000,0,141033,5,16,,
3130906,1,10,1500,11000,0,141063,10,16,,
3131001,0,3,2000,2000,0,141034,7,16,,
3131002,1,1,1000,3500,1,141019,2,16,,
3131003,0,6,1000,7500,1,141031,7,16,,
3131101,1,6,1000,2000,0,142032,7,16,,
3131102,0,10,3000,2000,1,141034,10,16,,
3131103,0,6,1200,5000,0,141030,7,16,,
3131104,0,3,5000,12000,1,141031,7,16,,
3131105,0,5,2500,17000,0,141033,5,16,,
3131201,1,5,1000,2000,1,141063,10,16,,
3131202,0,3,1000,5000,0,141031,7,16,,
3131203,0,8,2000,11000,1,141035,17,16,,
3131301,0,5,1500,2000,1,141063,10,16,,
3131302,0,6,1000,4500,1,142032,7,16,,
3131303,0,5,2000,7000,0,141034,10,16,,
3131304,0,5,5000,8000,0,141033,5,16,,
3131305,1,10,1500,15000,1,142032,10,16,,
3131306,1,6,1000,18000,0,141034,7,16,,
3131307,0,6,1000,22000,0,141034,7,16,,
3131401,0,17,2000,2000,1,141030,17,16,,
3131402,1,3,1000,3000,1,142037,5,16,,
3131403,0,17,2000,9000,1,142032,17,16,,
3131404,0,17,2000,9000,0,142032,17,16,,
3131405,0,4,1500,14000,0,142037,8,16,,
3131406,0,2,6000,20000,0,141059,2,16,,
3131407,0,17,3800,25000,1,141033,17,16,,
3131408,0,17,1800,30000,1,141035,17,16,,
3131409,0,17,1700,35000,0,141035,17,16,,
3230101,0,3,2500,2000,0,141029,3,16,,
3230102,0,5,1500,2000,1,141031,5,16,,
3230201,0,1,1000,2000,0,141030,3,16,,
3230202,0,3,4500,4500,0,141033,3,16,,
3230203,0,1,1000,10000,1,141035,2,16,,
3230301,0,3,1500,2000,1,141033,3,16,,
3230302,0,5,1500,4000,0,142032,5,16,,
3230303,0,5,1500,6000,1,142032,5,16,,
3230401,0,1,2000,2000,0,141035,2,16,,
3230402,0,10,1000,3000,0,141029,10,16,,
3230403,0,6,3500,6000,1,141034,7,16,,
3230404,1,10,2000,9000,0,142032,10,16,,
3230405,0,6,1500,15000,1,141031,7,16,,
3230406,0,3,1000,17000,1,141030,7,16,,
3230501,0,6,1000,2000,0,141029,7,16,,
3230502,0,5,1500,5000,0,141030,10,16,,
3230503,0,6,1000,6000,1,141030,10,16,,
3230504,0,6,1000,9000,1,141035,7,16,,
3230505,0,3,2500,11000,0,141034,7,16,,
3230601,0,6,1500,2000,1,141031,7,16,,
3230602,0,6,1500,4000,0,142032,7,16,,
3230603,0,5,1500,6000,0,141063,10,16,,
3230701,0,6,1000,2000,1,141030,7,16,,
3230702,0,1,1000,3500,1,141010,2,16,,
3230703,0,5,3500,6000,1,141033,5,16,,
3230704,1,17,1000,10000,0,141063,17,16,,
3230705,0,8,2500,12000,1,141034,9,16,,
3230706,0,5,1000,13000,0,142032,10,16,,
3230801,0,8,1000,2000,0,141031,9,16,,
3230802,1,1,2000,5000,0,141028,2,16,,
3230803,0,5,7000,9000,1,141035,5,16,,
3230804,0,17,1000,11000,1,141030,17,16,,
3230805,1,8,3000,14000,0,142032,9,16,,
3230806,1,8,1000,16000,1,142032,9,16,,
3230901,0,5,1000,2000,0,141034,5,16,,
3230902,0,5,1000,3000,0,141034,5,16,,
3230903,0,3,7000,5000,1,141035,3,16,,
3230904,0,3,1000,6000,1,141063,7,16,,
3230905,0,5,1000,9000,0,141033,5,16,,
3230906,1,10,1500,11000,0,141063,10,16,,
3231001,0,3,2000,2000,0,141034,7,16,,
3231002,1,1,1000,3500,1,141019,2,16,,
3231003,0,6,1000,7500,1,141031,7,16,,
3231101,1,6,1000,2000,0,142032,7,16,,
3231102,0,3,3000,2000,1,141034,10,16,,
3231103,0,6,1200,5000,0,141030,7,16,,
3231104,0,3,5000,12000,1,141031,7,16,,
3231105,0,5,2500,17000,0,141033,5,16,,
3231201,1,5,1000,2000,1,141063,10,16,,
3231202,0,3,1000,5000,0,141031,7,16,,
3231203,0,8,2000,11000,1,141035,17,16,,
3231301,0,5,1500,2000,1,141063,10,16,,
3231302,0,6,1000,4500,1,142032,7,16,,
3231303,0,5,2000,7000,0,141034,10,16,,
3231304,0,5,5000,8000,0,141033,5,16,,
3231305,1,10,1500,15000,1,142032,10,16,,
3231306,1,6,1000,18000,0,141034,7,16,,
3231307,0,6,1000,22000,0,141034,7,16,,
3231401,0,17,2000,2000,1,141030,17,16,,
3231402,1,1,1000,3000,1,142037,1,16,,
3231403,0,17,2000,9000,1,142032,17,16,,
3231404,0,17,2000,9000,0,142032,17,16,,
3231405,0,4,1500,14000,0,142037,8,16,,
3231406,0,17,2000,20000,0,141033,17,16,,
3231407,0,17,3800,25000,1,141033,17,16,,
3231408,0,17,1800,30000,1,141035,17,16,,
3231409,0,17,1700,35000,0,141035,17,16,,
3330101,0,6,1500,2000,0,141039,12,17,,
3330102,0,5,1500,4500,1,141060,12,17,,
3330201,0,3,3000,2000,0,141038,7,17,,
3330202,0,6,1000,5500,1,141038,12,17,,
3330301,0,6,2000,3000,0,141040,7,17,,
3330302,0,6,800,6000,1,141042,17,17,,
3330401,1,17,2000,2000,0,141042,17,17,,
3330402,0,6,1000,9000,1,142045,7,17,,
3330403,0,6,1000,10500,0,142061,7,17,,
3330501,0,8,1000,2000,1,141040,9,17,,
3330502,0,10,800,3000,0,141038,10,17,,
3330601,1,17,1000,2000,0,141040,17,17,,
3330602,0,17,1100,3500,1,141044,17,17,,
3330603,0,17,1200,5000,0,141043,17,17,,
3330701,0,13,1500,2000,0,141044,14,17,,
3330702,0,10,1000,4500,1,141040,10,17,,
3330703,0,10,2000,7000,1,141040,10,17,,
3330801,0,10,1000,2000,0,141040,10,17,,
3330802,1,17,1000,3500,1,141041,17,17,,
3330803,0,11,2000,9000,1,141038,22,17,,
3330901,0,10,1000,2000,0,141040,10,17,,
3330902,1,4,1000,3500,0,142046,8,17,,
3330903,0,18,2000,9000,1,141038,37,17,,
3330904,0,6,3000,20000,1,141040,7,17,,
3331001,1,10,1000,2000,0,141044,10,17,,
3331002,0,6,3000,5000,0,141040,7,17,,
3331003,0,11,1200,6000,1,141042,24,17,,
3331004,0,11,2200,10000,1,141041,24,17,,
3331101,0,6,2000,2000,0,141040,7,17,,
3331102,0,6,3000,4500,1,141041,7,17,,
3331201,0,10,2000,2000,0,141040,10,17,,
3331202,1,10,1000,3500,1,141040,10,17,,
3331301,0,17,1300,2000,1,141062,17,17,,
3331302,0,17,1000,5500,1,141041,17,17,,
3331303,0,17,1200,6000,1,141040,17,17,,
3331401,0,3,1000,2000,0,142046,5,17,,
3331402,0,6,800,12000,0,141062,9,17,,
3331403,0,6,3000,10000,1,141044,12,17,,
3331404,0,20,3300,20000,1,141041,20,17,,
3331405,0,20,1900,22000,1,141043,20,17,,
3430101,0,6,1500,2000,0,141039,12,17,,
3430102,0,5,1500,4500,1,141060,12,17,,
3430201,0,3,3000,2000,0,141038,7,17,,
3430202,0,6,1000,5500,1,141038,12,17,,
3430301,0,6,2000,3000,0,141040,7,17,,
3430302,0,6,800,6000,1,141042,17,17,,
3430401,1,17,2000,2000,0,141042,17,17,,
3430402,0,6,1000,9000,1,142045,7,17,,
3430403,0,6,1000,10500,0,142045,7,17,,
3430501,0,8,1000,2000,1,141040,9,17,,
3430502,0,10,800,3000,0,141038,10,17,,
3430601,1,17,1000,2000,0,141062,17,17,,
3430602,0,17,1100,3500,1,141044,17,17,,
3430603,0,17,1200,5000,0,141043,17,17,,
3430701,0,13,1500,2000,0,141044,14,17,,
3430702,0,10,1000,4500,1,141040,10,17,,
3430703,0,10,2000,7000,1,141040,10,17,,
3430801,0,10,1000,2000,0,141062,10,17,,
3430802,1,17,1000,3500,1,141041,17,17,,
3430803,0,18,2000,9000,1,141038,37,17,,
3430901,0,10,1000,2000,0,141040,10,17,,
3430902,1,13,1000,3500,0,142061,14,17,,
3430903,0,14,2000,9000,1,141038,25,17,,
3430904,0,6,3000,20000,1,141040,7,17,,
3431001,1,10,1000,2000,0,141044,10,17,,
3431002,0,6,3000,5000,0,141062,7,17,,
3431003,0,11,1200,6000,1,141042,24,17,,
3431004,0,11,2200,10000,1,141041,24,17,,
3431101,0,6,2000,2000,0,141040,7,17,,
3431102,0,6,3000,4500,1,141041,7,17,,
3431201,0,10,2000,2000,0,141040,10,17,,
3431202,1,10,1000,3500,1,141040,10,17,,
3431301,0,17,1300,2000,1,141062,17,17,,
3431302,0,17,1000,5500,1,141041,17,17,,
3431303,0,17,1200,6000,1,141040,17,17,,
3431401,0,8,1000,2000,0,142061,9,17,,
3431402,0,6,800,12000,0,141040,9,17,,
3431403,0,6,3000,10000,1,141044,12,17,,
3431404,0,20,3300,20000,1,141041,20,17,,
3431405,0,20,1900,22000,1,141043,20,17,,
3530101,0,10,1500,2000,0,141039,19,18,,
3530201,0,8,1000,2000,0,141041,9,18,,
3530202,0,17,1000,8000,1,141042,17,18,,
3530301,0,6,2000,3000,0,141040,7,18,,
3530302,0,8,1100,6000,0,141042,17,18,,
