object_list,,,,,,,,,,,,,
语言包key,按表进行分类,中文简体,中文简体,英文,英文,英文,英文,,,,,,
412121633,subTasks_name,以三星的成绩通过熔岩关卡1困难难度,疯狂的入侵16,,Defeat Hard mode with 3 stars,,,,,,,,
412121733,subTasks_name,以三星的成绩通过熔岩关卡2困难难度,疯狂的入侵17,,Defeat Hard mode with 3 stars,,,,,,,,
412121833,subTasks_name,以三星的成绩通过熔岩关卡3困难难度,疯狂的入侵18,,Defeat Hard mode with 3 stars,,,,,,,,
412121933,subTasks_name,以三星的成绩通过熔岩关卡4困难难度,疯狂的入侵19,,Defeat Hard mode with 3 stars,,,,,,,,
412122033,subTasks_name,以三星的成绩通过熔岩关卡5困难难度,疯狂的入侵20,,Defeat Hard mode with 3 stars,,,,,,,,
412122133,subTasks_name,以三星的成绩通过熔岩关卡6困难难度,疯狂的入侵21,,Defeat Hard mode with 3 stars,,,,,,,,
412122233,subTasks_name,以三星的成绩通过熔岩关卡7困难难度,疯狂的入侵22,,Defeat Hard mode with 3 stars,,,,,,,,
412122333,subTasks_name,以三星的成绩通过熔岩关卡8困难难度,疯狂的入侵23,,Defeat Hard mode with 3 stars,,,,,,,,
412122433,subTasks_name,以三星的成绩通过沙漠关卡1困难难度,疯狂的入侵24,,Complete the 1st Desert level on Hard,,,,,,,,
412122533,subTasks_name,以三星的成绩通过沙漠关卡2困难难度,疯狂的入侵25,,Complete the 2nd Desert level on Hard,,,,,,,,
412122633,subTasks_name,以三星的成绩通过沙漠关卡3困难难度,疯狂的入侵26,,Complete the 3rd Desert level on Hard,,,,,,,,
412122733,subTasks_name,以三星的成绩通过沙漠关卡4困难难度,疯狂的入侵27,,Complete the 4th Desert level on Hard,,,,,,,,
412122833,subTasks_name,以三星的成绩通过沙漠关卡5困难难度,疯狂的入侵28,,Complete the 5th Desert level on Hard,,,,,,,,
412122933,subTasks_name,以三星的成绩通过沙漠关卡6困难难度,疯狂的入侵29,,Complete the 6th Desert level on Hard,,,,,,,,
412123033,subTasks_name,以三星的成绩通过沙漠关卡7困难难度,疯狂的入侵30,,Complete the 7th Desert level on Hard,,,,,,,,
412123133,subTasks_name,以三星的成绩通过沙漠关卡8困难难度,疯狂的入侵31,,Complete the 8th Desert level on Hard,,,,,,,,
412123233,subTasks_name,以三星的成绩通过沼泽关卡1困难难度,疯狂的入侵32,,Complete the 1st Marshlands level on Hard,,,,,,,,
412123333,subTasks_name,以三星的成绩通过沼泽关卡2困难难度,疯狂的入侵33,,Complete the 2nd Marshlands level on Hard,,,,,,,,
412123433,subTasks_name,以三星的成绩通过沼泽关卡3困难难度,疯狂的入侵34,,Complete the 3rd Marshlands level on Hard,,,,,,,,
412123533,subTasks_name,以三星的成绩通过沼泽关卡4困难难度,疯狂的入侵35,,Complete the 4th Marshlands level on Hard,,,,,,,,
412123633,subTasks_name,以三星的成绩通过沼泽关卡5困难难度,疯狂的入侵36,,Complete the 5th Marshlands level on Hard,,,,,,,,
412123733,subTasks_name,以三星的成绩通过沼泽关卡6困难难度,疯狂的入侵37,,Complete the 6th Marshlands level on Hard,,,,,,,,
412123833,subTasks_name,以三星的成绩通过沼泽关卡7困难难度,疯狂的入侵38,,Complete the 7th Marshlands level on Hard,,,,,,,,
412123933,subTasks_name,以三星的成绩通过沼泽关卡8困难难度,疯狂的入侵39,,Complete the 8th Marshlands level on Hard,,,,,,,,
412130133,subTasks_name,以三星的成绩通过草地隐藏关普通难度,秘密营地1,,Defeat Easy mode with 3 stars,,,,,,,,
412130233,subTasks_name,以三星的成绩通过雪地隐藏关普通难度,秘密营地2,,Defeat Easy mode with 3 stars,,,,,,,,
412130333,subTasks_name,以三星的成绩通过熔岩隐藏关普通难度,秘密营地3,,Defeat Easy mode with 3 stars,,,,,,,,
412140133,subTasks_name,以三星的成绩通过草地隐藏关英雄难度,平息骚动1,,Defeat Heroic mode with 3 stars,,,,,,,,
412140233,subTasks_name,以三星的成绩通过雪地隐藏关英雄难度,平息骚动2,,Defeat Heroic mode with 3 stars,,,,,,,,
412140333,subTasks_name,以三星的成绩通过熔岩隐藏关英雄难度,平息骚动3,,Defeat Heroic mode with 3 stars,,,,,,,,
412150133,subTasks_name,以三星的成绩通过草地隐藏关困难难度,塔防无双1,,Defeat Hard mode with 3 stars,,,,,,,,
412150233,subTasks_name,以三星的成绩通过雪地隐藏关困难难度,塔防无双2,,Defeat Hard mode with 3 stars,,,,,,,,
412150333,subTasks_name,以三星的成绩通过熔岩隐藏关困难难度,塔防无双3,,Defeat Hard mode with 3 stars,,,,,,,,
412310133,subTasks_name,将货栈中货物大丰收的好消息分享给朋友们！,供不应求1,,Share good news from the Supply Station,,,,,,,,
412310233,subTasks_name,将货栈中货物大丰收的好消息分享给朋友们！,供不应求2,,Share good news from the Supply Station,,,,,,,,
412310333,subTasks_name,将货栈中货物大丰收的好消息分享给朋友们！,供不应求3,,Share good news from the Supply Station,,,,,,,,
412310433,subTasks_name,将货栈中货物大丰收的好消息分享给朋友们！,供不应求4,,Share good news from the Supply Station,,,,,,,,
412310533,subTasks_name,将货栈中货物大丰收的好消息分享给朋友们！,供不应求5,,Share good news from the Supply Station,,,,,,,,
412320133,subTasks_name,将货栈中货物收取额外精灵木的好消息分享给朋友们！,多多益善1,,Share good news from the Supply Station,,,,,,,,
412320233,subTasks_name,将货栈中货物收取额外精灵木的好消息分享给朋友们！,多多益善2,,Share good news from the Supply Station,,,,,,,,
412320333,subTasks_name,将货栈中货物收取额外彩虹矿的好消息分享给朋友们！,多多益善3,,Share good news from the Supply Station,,,,,,,,
412320433,subTasks_name,将货栈中货物收取额外彩虹矿的好消息分享给朋友们！,多多益善4,,Share good news from the Supply Station,,,,,,,,
412320533,subTasks_name,将货栈中货物收取额外铜宝箱的好消息分享给朋友们！,多多益善5,,Share good news from the Supply Station,,,,,,,,
412320633,subTasks_name,将货栈中货物收取额外铜宝箱的好消息分享给朋友们！,多多益善6,,Share good news from the Supply Station,,,,,,,,
412320733,subTasks_name,将货栈中货物收取额外银宝箱的好消息分享给朋友们！,多多益善7,,Share good news from the Supply Station,,,,,,,,
412320833,subTasks_name,将货栈中货物收取额外银宝箱的好消息分享给朋友们！,多多益善8,,Share good news from the Supply Station,,,,,,,,
412320933,subTasks_name,将货栈中货物收取额外金宝箱的好消息分享给朋友们！,多多益善9,,Share good news from the Supply Station,,,,,,,,
412321033,subTasks_name,将货栈中货物收取额外金宝箱的好消息分享给朋友们！,多多益善10,,Share good news from the Supply Station,,,,,,,,
412410133,subTasks_name,向朋友分享获得的奖品,喝酒打牌1,,Share rewards with friends,,,,,,,,
412410233,subTasks_name,向朋友分享获得的奖品,喝酒打牌2,,Share rewards with friends,,,,,,,,
412410333,subTasks_name,向朋友分享获得的奖品,喝酒打牌3,,Share rewards with friends,,,,,,,,
412410433,subTasks_name,向朋友分享获得的奖品,喝酒打牌4,,Share rewards with friends,,,,,,,,
412410533,subTasks_name,向朋友分享获得的奖品,喝酒打牌5,,Share rewards with friends,,,,,,,,
412510133,subTasks_name,告知朋友们，你赠送了礼物给他们!,礼尚往来1,,Tell your friends you Shared a free gift,,,,,,,,
412510233,subTasks_name,告知朋友们，你赠送了礼物给他们!,礼尚往来2,,Tell your friends you Shared a free gift,,,,,,,,
412510333,subTasks_name,告知朋友们，你赠送了礼物给他们!,礼尚往来3,,Tell your friends you Shared a free gift,,,,,,,,
412510433,subTasks_name,告知朋友们，你赠送了礼物给他们!,礼尚往来4,,Tell your friends you Shared a free gift,,,,,,,,
412510533,subTasks_name,告知朋友们，你赠送了礼物给他们!,礼尚往来5,,Tell your friends you Shared a free gift,,,,,,,,
412610133,subTasks_name,将箭塔强化到lv1,魔塔强化1,,Fortify arrow towers to level 2,,,,,,,,
412610233,subTasks_name,将2种防御塔强化到lv3,魔塔强化2,,Fortify 2 towers to level 3,,,,,,,,
412610333,subTasks_name,将4种防御塔强化到lv5,魔塔强化3,,Fortify all towers to level 5,,,,,,,,
412610433,subTasks_name,将4种防御塔强化到lv10,魔塔强化4,,Fortify all towers to level 10,,,,,,,,
412610533,subTasks_name,将4种防御塔强化到lv20,魔塔强化5,,Fortify all towers to level 20,,,,,,,,
412610633,subTasks_name,将4种防御塔强化到lv25,魔塔强化6,,Fortify all towers to level 25,,,,,,,,
412610733,subTasks_name,将4种防御塔强化到lv30,魔塔强化7,,Fortify all towers to level 30,,,,,,,,
412610833,subTasks_name,将4种防御塔强化到lv35,魔塔强化8,,Fortify all towers to level 35,,,,,,,,
412610933,subTasks_name,将4种防御塔强化到lv40,魔塔强化9,,Fortify all towers to level 40,,,,,,,,
412611033,subTasks_name,将4种防御塔强化到lv45,魔塔强化10,,Fortify all towers to level 45,,,,,,,,
412611133,subTasks_name,将4种防御塔强化到lv50,魔塔强化11,,Fortify all towers to level 50,,,,,,,,
412611233,subTasks_name,将4种防御塔强化到lv55,魔塔强化12,,Fortify all towers to level 55,,,,,,,,
412611333,subTasks_name,将4种防御塔强化到lv60,魔塔强化13,,Fortify all towers to level 60,,,,,,,,
412611433,subTasks_name,将4种防御塔强化到lv65,魔塔强化14,,Fortify all towers to level 65,,,,,,,,
412611533,subTasks_name,将4种防御塔强化到lv70,魔塔强化15,,Fortify all towers to level 70,,,,,,,,
412611633,subTasks_name,将4种防御塔强化到lv75,魔塔强化16,,Fortify all towers to level 75,,,,,,,,
412611733,subTasks_name,将4种防御塔强化到lv80,魔塔强化17,,Fortify all towers to level 80,,,,,,,,
412611833,subTasks_name,将4种防御塔强化到lv85,魔塔强化18,,Fortify all towers to level 85,,,,,,,,
412611933,subTasks_name,将4种防御塔强化到lv90,魔塔强化19,,Fortify all towers to level 90,,,,,,,,
412612033,subTasks_name,将4种防御塔强化到lv95,魔塔强化20,,Fortify all towers to level 95,,,,,,,,
412612133,subTasks_name,将4种防御塔强化到lv100,魔塔强化21,,Fortify all towers to level 100,,,,,,,,
412612233,subTasks_name,将4种防御塔强化到lv105,魔塔强化22,,Fortify all towers to level 105,,,,,,,,
412620133,subTasks_name,解锁初级箭塔——射手之塔,新的防御塔1,,Unlock the Marksman Tower,,,,,,,,
412620233,subTasks_name,解锁2个初级防御塔,新的防御塔2,,Unlock 2 tier-1 towers,,,,,,,,
412620333,subTasks_name,解锁3个初级防御塔,新的防御塔3,,Unlock 3 tier-1 towers,,,,,,,,
412620433,subTasks_name,解锁4个初级防御塔,新的防御塔4,,Unlock 4 tier-1 towers,,,,,,,,
412620533,subTasks_name,解锁中级箭塔——神射手之塔,新的防御塔5,,Unlock the Hands of God Tower,,,,,,,,
412620633,subTasks_name,解锁2个中级防御塔,新的防御塔6,,Unlock 2 tier-2 towers,,,,,,,,
412620733,subTasks_name,解锁3个中级防御塔,新的防御塔7,,Unlock 3 tier-2 towers,,,,,,,,
412620833,subTasks_name,解锁4个中级防御塔,新的防御塔8,,Unlock 4 tier-2 towers,,,,,,,,
412620933,subTasks_name,解锁1个高级箭塔——森林游击队,新的防御塔9,,Unlock the Jungle Warfare tower,,,,,,,,
412621033,subTasks_name,解锁2个高级防御塔,新的防御塔10,,Unlock 2 tier-3 towers,,,,,,,,
412621133,subTasks_name,解锁3个高级防御塔,新的防御塔11,,Unlock 3 tier-3 towers,,,,,,,,
412621233,subTasks_name,解锁6个高级防御塔,新的防御塔14,,Unlock 6 tier-3 towers,,,,,,,,
412621333,subTasks_name,解锁9个高级防御塔,新的防御塔15,,Unlock 9 tier-3 towers,,,,,,,,
412621433,subTasks_name,解锁12个高级防御塔,新的防御塔16,,Unlock 12 tier-3 towers,,,,,,,,
412630133,subTasks_name,解锁森林游击队的技能——弱点射击,防御塔技能1,,Unlock the Focus skill for Jungle Warfare tower,,,,,,,,
412630233,subTasks_name,解锁2个防御塔技能,防御塔技能2,,Unlock 2 tower skills,,,,,,,,
412630333,subTasks_name,解锁6个防御塔技能,防御塔技能3,,Unlock 6 tower skills,,,,,,,,
412630433,subTasks_name,解锁12个防御塔技能,防御塔技能4,,Unlock 12 tower skills,,,,,,,,
412630533,subTasks_name,解锁24个防御塔技能,防御塔技能5,,Unlock 24 tower skills,,,,,,,,
411100114,subTasks_helpDec,从战斗大地图进入草地关卡1简单难度的战斗,,Go battle,Enter the Grasslands and battle the 1st level on easy mode.,,,,,,,,
411100214,subTasks_helpDec,从战斗大地图进入草地关卡2简单难度的战斗,,,Enter the Grasslands and battle the 2nd level on easy mode.,,,,,,,,
411100314,subTasks_helpDec,从战斗大地图进入草地关卡3简单难度的战斗,,,Enter the Grasslands and battle the 3rd level on easy mode.,,,,,,,,
411100414,subTasks_helpDec,从战斗大地图进入草地关卡4简单难度的战斗,,Go battle,Enter the Grasslands and battle the 4th level on easy mode.,,,,,,,,
411100514,subTasks_helpDec,从战斗大地图进入草地关卡5简单难度的战斗,,Go battle,Enter the Grasslands and battle the 5th level on easy mode.,,,,,,,,
411100614,subTasks_helpDec,从战斗大地图进入草地关卡6简单难度的战斗,,Go battle,Enter the Grasslands and battle the 6th level on easy mode.,,,,,,,,
411100714,subTasks_helpDec,从战斗大地图进入草地关卡7简单难度的战斗,,Go battle,Enter the Grasslands and battle the 7th level on easy mode.,,,,,,,,
411100814,subTasks_helpDec,从战斗大地图进入草地关卡8简单难度的战斗,,Go battle,Enter the Grasslands and battle the 8th level on easy mode.,,,,,,,,
411100914,subTasks_helpDec,从战斗大地图进入雪地关卡1简单难度的战斗,,Go battle,Enter the Tundra and battle the 1st level on easy mode.,,,,,,,,
411101014,subTasks_helpDec,从战斗大地图进入雪地关卡2简单难度的战斗,,Go battle,Enter the Tundra and battle the 2nd level on easy mode.,,,,,,,,
411101114,subTasks_helpDec,从战斗大地图进入雪地关卡3简单难度的战斗,,Go battle,Enter the Tundra and battle the 3rd level on easy mode.,,,,,,,,
411101214,subTasks_helpDec,从战斗大地图进入雪地关卡4简单难度的战斗,,Go battle,Enter the Tundra and battle the 4st level on easy mode.,,,,,,,,
411101314,subTasks_helpDec,从战斗大地图进入雪地关卡5简单难度的战斗,,Go battle,Enter the Tundra and battle the 5st level on easy mode.,,,,,,,,
411101414,subTasks_helpDec,从战斗大地图进入雪地关卡6简单难度的战斗,,Go battle,Enter the Tundra and battle the 6st level on easy mode.,,,,,,,,
411101514,subTasks_helpDec,从战斗大地图进入雪地关卡7简单难度的战斗,,Go battle,Enter the Tundra and battle the 7st level on easy mode.,,,,,,,,
411101614,subTasks_helpDec,从战斗大地图进入雪地关卡8简单难度的战斗,,Go battle,Enter the Tundra and battle the 8st level on easy mode.,,,,,,,,
411101714,subTasks_helpDec,从战斗大地图进入熔岩关卡1简单难度的战斗,,Go battle,Enter the Lava Plains and battle the 1st level on easy mode.,,,,,,,,
411101814,subTasks_helpDec,从战斗大地图进入熔岩关卡2简单难度的战斗,,Go battle,Enter the Lava Plains and battle the 2nd level on easy mode.,,,,,,,,
411101914,subTasks_helpDec,从战斗大地图进入熔岩关卡3简单难度的战斗,,Go battle,Enter the Lava Plains and battle the 3rd level on easy mode.,,,,,,,,
411102014,subTasks_helpDec,从战斗大地图进入熔岩关卡4简单难度的战斗,,Go battle,Enter the Lava Plains and battle the 4st level on easy mode.,,,,,,,,
411102114,subTasks_helpDec,从战斗大地图进入熔岩关卡5简单难度的战斗,,Go battle,Enter the Lava Plains and battle the 5st level on easy mode.,,,,,,,,
411102214,subTasks_helpDec,从战斗大地图进入熔岩关卡6简单难度的战斗,,Go battle,Enter the Lava Plains and battle the 6st level on easy mode.,,,,,,,,
411102314,subTasks_helpDec,从战斗大地图进入熔岩关卡7简单难度的战斗,,Go battle,Enter the Lava Plains and battle the 7st level on easy mode.,,,,,,,,
411102414,subTasks_helpDec,从战斗大地图进入熔岩关卡8简单难度的战斗,,Go battle,Enter the Lava Plains and battle the 8st level on easy mode.,,,,,,,,
411102514,subTasks_helpDec,从战斗大地图进入沙漠关卡1简单难度的战斗,,Go battle,Enter the Desert and battle the 1st level on easy mode.,,,,,,,,
411102614,subTasks_helpDec,从战斗大地图进入沙漠关卡2简单难度的战斗,,Go battle,Enter the Desert and battle the 2nd level on easy mode.,,,,,,,,
411102714,subTasks_helpDec,从战斗大地图进入沙漠关卡3简单难度的战斗,,Go battle,Enter the Desert and battle the 3rd level on easy mode.,,,,,,,,
411102814,subTasks_helpDec,从战斗大地图进入沙漠关卡4简单难度的战斗,,Go battle,Enter the Desert and battle the 4th level on easy mode.,,,,,,,,
411102914,subTasks_helpDec,从战斗大地图进入沙漠关卡5简单难度的战斗,,Go battle,Enter the Desert and battle the 5th level on easy mode.,,,,,,,,
411103014,subTasks_helpDec,从战斗大地图进入沙漠关卡6简单难度的战斗,,Go battle,Enter the Desert and battle the 6th level on easy mode.,,,,,,,,
411103114,subTasks_helpDec,从战斗大地图进入沙漠关卡7简单难度的战斗,,Go battle,Enter the Desert and battle the 7th level on easy mode.,,,,,,,,
411103214,subTasks_helpDec,从战斗大地图进入沙漠关卡8简单难度的战斗,,Go battle,Enter the Desert and battle the 8th level on easy mode.,,,,,,,,
411103314,subTasks_helpDec,从战斗大地图进入沼泽关卡1简单难度的战斗,,Go battle,Enter the Marshlands and battle the 1st level on easy mode.,,,,,,,,
411103414,subTasks_helpDec,从战斗大地图进入沼泽关卡2简单难度的战斗,,Go battle,Enter the Marshlands and battle the 2nd level on easy mode.,,,,,,,,
411103514,subTasks_helpDec,从战斗大地图进入沼泽关卡3简单难度的战斗,,Go battle,Enter the Marshlands and battle the 3rd level on easy mode.,,,,,,,,
411103614,subTasks_helpDec,从战斗大地图进入沼泽关卡4简单难度的战斗,,Go battle,Enter the Marshlands and battle the 4th level on easy mode.,,,,,,,,
411103714,subTasks_helpDec,从战斗大地图进入沼泽关卡5简单难度的战斗,,Go battle,Enter the Marshlands and battle the 5th level on easy mode.,,,,,,,,
411103814,subTasks_helpDec,从战斗大地图进入沼泽关卡6简单难度的战斗,,Go battle,Enter the Marshlands and battle the 6th level on easy mode.,,,,,,,,
411103914,subTasks_helpDec,从战斗大地图进入沼泽关卡7简单难度的战斗,,Go battle,Enter the Marshlands and battle the 7th level on easy mode.,,,,,,,,
411104014,subTasks_helpDec,从战斗大地图进入沼泽关卡8简单难度的战斗,,Go battle,Enter the Marshlands and battle the 8th level on easy mode.,,,,,,,,
412119914,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼1,Go battle,Click on the level's Heroic Flag,,,,,,,,
412110114,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼1,Go battle,Click on the level's Heroic Flag,,,,,,,,
412110214,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼2,Go battle,Click on the level's Heroic Flag,,,,,,,,
412110314,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼3,Go battle,Click on the level's Heroic Flag,,,,,,,,
412110414,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼4,Go battle,Click on the level's Heroic Flag,,,,,,,,
412110514,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼5,Go battle,Click on the level's Heroic Flag,,,,,,,,
412110614,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼6,Go battle,Click on the level's Heroic Flag,,,,,,,,
412110714,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼7,Go battle,Click on the level's Heroic Flag,,,,,,,,
412110814,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼8,Go battle,Click on the level's Heroic Flag,,,,,,,,
412110914,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼9,Go battle,Click on the level's Heroic Flag,,,,,,,,
412111014,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼10,Go battle,Click on the level's Heroic Flag,,,,,,,,
412111114,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼11,Go battle,Click on the level's Heroic Flag,,,,,,,,
412111214,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼12,Go battle,Click on the level's Heroic Flag,,,,,,,,
412111314,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼13,Go battle,Click on the level's Heroic Flag,,,,,,,,
412111414,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼14,Go battle,Click on the level's Heroic Flag,,,,,,,,
412111514,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼15,Go battle,Click on the level's Heroic Flag,,,,,,,,
412111614,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼16,Go battle,Click on the level's Heroic Flag,,,,,,,,
412111714,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼17,Go battle,Click on the level's Heroic Flag,,,,,,,,
412111814,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼18,Go battle,Click on the level's Heroic Flag,,,,,,,,
412111914,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼19,Go battle,Click on the level's Heroic Flag,,,,,,,,
412112014,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼20,Go battle,Click on the level's Heroic Flag,,,,,,,,
412112114,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼21,Go battle,Click on the level's Heroic Flag,,,,,,,,
412112214,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼22,Go battle,Click on the level's Heroic Flag,,,,,,,,
412112314,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼23,Go battle,Click on the level's Heroic Flag,,,,,,,,
412112414,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼24,Go battle,Click on the level's Heroic Flag,,,,,,,,
412112514,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼25,Go battle,Click on the level's Heroic Flag,,,,,,,,
412112614,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼26,Go battle,Click on the level's Heroic Flag,,,,,,,,
412112714,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼27,Go battle,Click on the level's Heroic Flag,,,,,,,,
412112814,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼28,Go battle,Click on the level's Heroic Flag,,,,,,,,
412112914,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼29,Go battle,Click on the level's Heroic Flag,,,,,,,,
412113014,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼30,Go battle,Click on the level's Heroic Flag,,,,,,,,
412113114,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼31,Go battle,Click on the level's Heroic Flag,,,,,,,,
412113214,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼32,Go battle,Click on the level's Heroic Flag,,,,,,,,
412113314,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼33,Go battle,Click on the level's Heroic Flag,,,,,,,,
412113414,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼34,Go battle,Click on the level's Heroic Flag,,,,,,,,
412113514,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼35,Go battle,Click on the level's Heroic Flag,,,,,,,,
412113614,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼36,Go battle,Click on the level's Heroic Flag,,,,,,,,
412113714,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼37,Go battle,Click on the level's Heroic Flag,,,,,,,,
412113814,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼38,Go battle,Click on the level's Heroic Flag,,,,,,,,
412113914,subTasks_helpDec,要选择正确的旗子哦！,英勇的试炼39,Go battle,Click on the level's Heroic Flag,,,,,,,,
412129914,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵1,Go battle,Click on the level's Hard Flag,,,,,,,,
412120114,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵1,Go battle,Click on the level's Hard Flag,,,,,,,,
412120214,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵2,Go battle,Click on the level's Hard Flag,,,,,,,,
412120314,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵3,Go battle,Click on the level's Hard Flag,,,,,,,,
412120414,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵4,Go battle,Click on the level's Hard Flag,,,,,,,,
412120514,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵5,Go battle,Click on the level's Hard Flag,,,,,,,,
412120614,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵6,Go battle,Click on the level's Hard Flag,,,,,,,,
412120714,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵7,Go battle,Click on the level's Hard Flag,,,,,,,,
412120814,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵8,Go battle,Click on the level's Hard Flag,,,,,,,,
412120914,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵9,Go battle,Click on the level's Hard Flag,,,,,,,,
412121014,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵10,Go battle,Click on the level's Hard Flag,,,,,,,,
412121114,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵11,Go battle,Click on the level's Hard Flag,,,,,,,,
412121214,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵12,Go battle,Click on the level's Hard Flag,,,,,,,,
412121314,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵13,Go battle,Click on the level's Hard Flag,,,,,,,,
412121414,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵14,Go battle,Click on the level's Hard Flag,,,,,,,,
412121514,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵15,Go battle,Click on the level's Hard Flag,,,,,,,,
412121614,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵16,Go battle,Click on the level's Hard Flag,,,,,,,,
412121714,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵17,Go battle,Click on the level's Hard Flag,,,,,,,,
412121814,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵18,Go battle,Click on the level's Hard Flag,,,,,,,,
412121914,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵19,Go battle,Click on the level's Hard Flag,,,,,,,,
412122014,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵20,Go battle,Click on the level's Hard Flag,,,,,,,,
412122114,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵21,Go battle,Click on the level's Hard Flag,,,,,,,,
412122214,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵22,Go battle,Click on the level's Hard Flag,,,,,,,,
412122314,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵23,Go battle,Click on the level's Hard Flag,,,,,,,,
412122414,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵24,Go battle,Click on the level's Hard Flag,,,,,,,,
412122514,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵25,Go battle,Click on the level's Hard Flag,,,,,,,,
412122614,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵26,Go battle,Click on the level's Hard Flag,,,,,,,,
412122714,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵27,Go battle,Click on the level's Hard Flag,,,,,,,,
412122814,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵28,Go battle,Click on the level's Hard Flag,,,,,,,,
412122914,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵29,Go battle,Click on the level's Hard Flag,,,,,,,,
412123014,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵30,Go battle,Click on the level's Hard Flag,,,,,,,,
412123114,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵31,Go battle,Click on the level's Hard Flag,,,,,,,,
412123214,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵32,Go battle,Click on the level's Hard Flag,,,,,,,,
412123314,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵33,Go battle,Click on the level's Hard Flag,,,,,,,,
412123414,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵34,Go battle,Click on the level's Hard Flag,,,,,,,,
412123514,subTasks_helpDec,要选择正确的旗子哦！,疯狂的入侵35,Go battle,Click on the level's Hard Flag,,,,,,,,
